Year,Obs Date,Weir Count Type,Maturity,Count
1999,9/20/1999,Counted live,Adult,22
1999,9/21/1999,Counted live,Adult,42
1999,9/22/1999,Counted live,Adult,3
1999,9/23/1999,Counted live,Adult,18
1999,9/24/1999,Counted live,Adult,10
1999,9/25/1999,Counted live,Adult,18
1999,9/26/1999,Counted live,Adult,3
1999,9/27/1999,Counted live,Adult,37
1999,9/28/1999,Counted live,Adult,12
1999,9/29/1999,Counted live,Adult,33
1999,9/30/1999,Counted live,Adult,16
1999,10/1/1999,Counted live,Adult,14
1999,10/2/1999,Counted live,Adult,6
1999,10/3/1999,Counted live,Adult,17
1999,10/4/1999,Counted live,Adult,10
1999,10/5/1999,Counted live,Adult,1
1999,10/6/1999,Counted live,Adult,4
1999,10/7/1999,Counted live,Adult,3
1999,10/8/1999,Counted live,Adult,20
1999,10/9/1999,Counted live,Adult,9
1999,10/10/1999,Counted live,Adult,11
1999,10/11/1999,Counted live,Adult,16
1999,10/12/1999,Counted live,Adult,28
1999,10/13/1999,Counted live,Adult,28
1999,10/14/1999,Counted live,Adult,15
1999,10/15/1999,Counted live,Adult,14
1999,10/16/1999,Counted live,Adult,9
1999,10/17/1999,Counted live,Adult,23
1999,10/18/1999,Counted live,Adult,3
1999,10/19/1999,Counted live,Adult,2
1999,10/20/1999,Counted live,Adult,1
1999,10/26/1999,Counted live,Adult,2
1999,10/27/1999,Counted live,Adult,8
1999,10/28/1999,Counted live,Adult,4
1999,10/29/1999,Counted live,Adult,5
1999,10/30/1999,Counted live,Adult,5
1999,10/31/1999,Counted live,Adult,14
1999,11/1/1999,Counted live,Adult,4
1999,11/2/1999,Counted live,Adult,6
1999,11/3/1999,Counted live,Adult,4
1999,11/4/1999,Counted live,Adult,7
1999,11/5/1999,Counted live,Adult,5
1999,11/6/1999,Counted live,Adult,112
1999,11/7/1999,Counted live,Adult,12
1999,11/8/1999,Counted live,Adult,12
2000,7/12/2000,Counted live,Adult,1
2000,7/13/2000,Counted live,Adult,1
2000,7/18/2000,Counted live,Adult,1
2000,7/28/2000,Counted live,Adult,3
2000,7/30/2000,Counted live,Adult,3
2000,8/1/2000,Counted live,Adult,2
2000,8/3/2000,Counted live,Adult,1
2000,8/4/2000,Counted live,Adult,3
2000,8/5/2000,Counted live,Adult,2
2000,8/6/2000,Counted live,Adult,1
2000,8/7/2000,Counted live,Adult,1
2000,8/8/2000,Counted live,Adult,3
2000,8/9/2000,Counted live,Adult,1
2000,8/10/2000,Counted live,Adult,1
2000,8/11/2000,Counted live,Adult,2
2000,8/12/2000,Counted live,Adult,1
2000,8/16/2000,Counted live,Adult,3
2000,8/17/2000,Counted live,Adult,7
2000,8/18/2000,Counted live,Adult,5
2000,8/19/2000,Counted live,Adult,5
2000,8/20/2000,Counted live,Adult,7
2000,8/21/2000,Counted live,Adult,1
2000,8/27/2000,Counted live,Adult,14
2000,8/28/2000,Counted live,Adult,5
2000,8/29/2000,Counted live,Adult,49
2000,8/30/2000,Counted live,Adult,34
2000,8/31/2000,Counted live,Adult,17
2000,9/1/2000,Counted live,Adult,42
2000,9/2/2000,Counted live,Adult,8
2000,9/3/2000,Counted live,Adult,6
2000,9/4/2000,Counted live,Adult,14
2000,9/5/2000,Counted live,Adult,13
2000,9/6/2000,Counted live,Adult,3
2000,9/7/2000,Counted live,Adult,2
2000,9/11/2000,Counted live,Adult,49
2000,9/12/2000,Counted live,Adult,16
2000,9/13/2000,Counted live,Adult,23
2000,9/14/2000,Counted live,Adult,24
2000,9/15/2000,Counted live,Adult,11
2000,9/19/2000,Counted live,Adult,34
2000,9/20/2000,Counted live,Adult,18
2000,9/21/2000,Counted live,Adult,11
2000,9/22/2000,Counted live,Adult,14
2000,9/23/2000,Counted live,Adult,40
2000,9/24/2000,Counted live,Adult,7
2000,9/25/2000,Counted live,Adult,1
2000,9/27/2000,Counted live,Adult,4
2000,9/29/2000,Counted live,Adult,3
2000,10/2/2000,Counted live,Adult,3
2000,10/3/2000,Counted live,Adult,1
2000,10/5/2000,Counted live,Adult,7
2000,10/6/2000,Counted live,Adult,4
2000,10/8/2000,Counted live,Adult,5
2000,10/9/2000,Counted live,Adult,12
2000,10/10/2000,Counted live,Adult,1
2000,10/12/2000,Counted live,Adult,3
2000,10/13/2000,Counted live,Adult,1
2000,10/14/2000,Counted live,Adult,2
2000,10/16/2000,Counted live,Adult,4
2000,10/17/2000,Counted live,Adult,10
2000,10/19/2000,Counted live,Adult,1
2000,10/20/2000,Counted live,Adult,5
2000,10/25/2000,Counted live,Adult,2
2000,10/27/2000,Counted live,Adult,19
2000,10/28/2000,Counted live,Adult,1
2000,10/31/2000,Counted live,Adult,1
2001,7/10/2001,Counted live,Adult,1
2001,7/12/2001,Counted live,Adult,1
2001,7/28/2001,Counted live,Adult,1
2001,8/3/2001,Counted live,Adult,1
2001,8/5/2001,Counted live,Adult,1
2001,8/6/2001,Counted live,Adult,1
2001,8/8/2001,Counted live,Adult,1
2001,8/10/2001,Counted live,Adult,1
2001,8/11/2001,Counted live,Adult,1
2001,8/14/2001,Counted live,Adult,7
2001,8/15/2001,Counted live,Adult,2
2001,8/16/2001,Counted live,Adult,2
2001,8/18/2001,Counted live,Adult,2
2001,8/20/2001,Counted live,Adult,2
2001,8/21/2001,Counted live,Adult,4
2001,8/22/2001,Counted live,Adult,15
2001,8/23/2001,Counted live,Adult,1
2001,8/24/2001,Counted live,Adult,11
2001,8/25/2001,Counted live,Adult,1
2001,8/29/2001,Counted live,Adult,6
2001,8/30/2001,Counted live,Adult,8
2001,8/31/2001,Counted live,Adult,66
2001,9/1/2001,Counted live,Adult,6
2001,9/8/2001,Counted live,Adult,10
2001,9/9/2001,Counted live,Adult,52
2001,9/10/2001,Counted live,Adult,43
2001,9/11/2001,Counted live,Adult,25
2001,9/12/2001,Counted live,Adult,13
2001,9/13/2001,Counted live,Adult,41
2001,9/14/2001,Counted live,Adult,12
2001,9/15/2001,Counted live,Adult,8
2001,9/16/2001,Counted live,Adult,104
2001,9/17/2001,Counted live,Adult,29
2001,9/18/2001,Counted live,Adult,110
2001,9/19/2001,Counted live,Adult,38
2001,9/20/2001,Counted live,Adult,45
2001,9/21/2001,Counted live,Adult,22
2001,9/25/2001,Counted live,Adult,91
2001,9/26/2001,Counted live,Adult,74
2001,9/27/2001,Counted live,Adult,65
2001,9/28/2001,Counted live,Adult,39
2001,9/29/2001,Counted live,Adult,31
2001,9/30/2001,Counted live,Adult,25
2001,10/1/2001,Counted live,Adult,26
2001,10/2/2001,Counted live,Adult,11
2001,10/3/2001,Counted live,Adult,11
2001,10/4/2001,Counted live,Adult,17
2001,10/5/2001,Counted live,Adult,80
2001,10/6/2001,Counted live,Adult,28
2001,10/7/2001,Counted live,Adult,14
2001,10/8/2001,Counted live,Adult,1
2001,10/9/2001,Counted live,Adult,2
2001,10/11/2001,Counted live,Adult,5
2001,10/12/2001,Counted live,Adult,5
2001,10/14/2001,Counted live,Adult,7
2001,10/15/2001,Counted live,Adult,1
2001,10/16/2001,Counted live,Adult,11
2001,10/17/2001,Counted live,Adult,1
2001,10/18/2001,Counted live,Adult,1
2001,10/19/2001,Counted live,Adult,30
2001,10/21/2001,Counted live,Adult,2
2001,10/22/2001,Counted live,Adult,4
2001,10/23/2001,Counted live,Adult,14
2001,10/26/2001,Counted live,Adult,9
2001,10/27/2001,Counted live,Adult,4
2001,10/28/2001,Counted live,Adult,5
2001,10/29/2001,Counted live,Adult,4
2001,10/30/2001,Counted live,Adult,12
2001,10/31/2001,Counted live,Adult,14
2001,11/1/2001,Counted live,Adult,5
2002,7/5/2002,Counted live,Adult,2
2002,7/18/2002,Counted live,Adult,1
2002,7/19/2002,Counted live,Adult,1
2002,7/20/2002,Counted live,Adult,1
2002,7/22/2002,Counted live,Adult,1
2002,7/26/2002,Counted live,Adult,3
2002,7/28/2002,Counted live,Adult,1
2002,7/29/2002,Counted live,Adult,1
2002,7/31/2002,Counted live,Adult,3
2002,8/1/2002,Counted live,Adult,2
2002,8/2/2002,Counted live,Adult,6
2002,8/3/2002,Counted live,Adult,4
2002,8/4/2002,Counted live,Adult,4
2002,8/5/2002,Counted live,Adult,4
2002,8/7/2002,Counted live,Adult,7
2002,8/8/2002,Counted live,Adult,6
2002,8/9/2002,Counted live,Adult,13
2002,8/10/2002,Counted live,Adult,11
2002,8/11/2002,Counted live,Adult,20
2002,8/12/2002,Counted live,Adult,9
2002,8/13/2002,Counted live,Adult,19
2002,8/14/2002,Counted live,Adult,25
2002,8/15/2002,Counted live,Adult,15
2002,8/16/2002,Counted live,Adult,15
2002,8/17/2002,Counted live,Adult,12
2002,8/18/2002,Counted live,Adult,27
2002,8/19/2002,Counted live,Adult,24
2002,8/20/2002,Counted live,Adult,18
2002,8/21/2002,Counted live,Adult,5
2002,8/22/2002,Counted live,Adult,24
2002,8/23/2002,Counted live,Adult,90
2002,8/24/2002,Counted live,Adult,29
2002,8/25/2002,Counted live,Adult,40
2002,8/26/2002,Counted live,Adult,43
2002,8/27/2002,Counted live,Adult,39
2002,8/28/2002,Counted live,Adult,70
2002,8/29/2002,Counted live,Adult,21
2002,8/30/2002,Counted live,Adult,44
2002,8/31/2002,Counted live,Adult,32
2002,9/1/2002,Counted live,Adult,64
2002,9/2/2002,Counted live,Adult,55
2002,9/3/2002,Counted live,Adult,45
2002,9/4/2002,Counted live,Adult,188
2002,9/5/2002,Counted live,Adult,14
2002,9/6/2002,Counted live,Adult,37
2002,9/7/2002,Counted live,Adult,175
2002,9/8/2002,Counted live,Adult,116
2002,9/9/2002,Counted live,Adult,66
2002,9/10/2002,Counted live,Adult,26
2002,9/11/2002,Counted live,Adult,36
2002,9/12/2002,Counted live,Adult,113
2002,9/13/2002,Counted live,Adult,83
2002,9/14/2002,Counted live,Adult,60
2002,9/15/2002,Counted live,Adult,71
2002,9/17/2002,Counted live,Adult,52
2002,9/19/2002,Counted live,Adult,54
2002,9/20/2002,Counted live,Adult,35
2002,9/21/2002,Counted live,Adult,90
2002,9/22/2002,Counted live,Adult,120
2002,9/23/2002,Counted live,Adult,38
2002,9/24/2002,Counted live,Adult,87
2002,9/25/2002,Counted live,Adult,64
2002,9/26/2002,Counted live,Adult,61
2002,9/27/2002,Counted live,Adult,25
2002,9/28/2002,Counted live,Adult,39
2002,9/29/2002,Counted live,Adult,17
2002,9/30/2002,Counted live,Adult,15
2002,10/1/2002,Counted live,Adult,27
2002,10/2/2002,Counted live,Adult,13
2002,10/3/2002,Counted live,Adult,13
2002,10/4/2002,Counted live,Adult,7
2002,10/5/2002,Counted live,Adult,7
2002,10/6/2002,Counted live,Adult,48
2002,10/7/2002,Counted live,Adult,16
2002,10/8/2002,Counted live,Adult,13
2002,10/9/2002,Counted live,Adult,20
2002,10/10/2002,Counted live,Adult,17
2002,10/11/2002,Counted live,Adult,26
2002,10/12/2002,Counted live,Adult,141
2002,10/13/2002,Counted live,Adult,17
2002,10/14/2002,Counted live,Adult,3
2002,10/15/2002,Counted live,Adult,30
2002,10/16/2002,Counted live,Adult,83
2002,10/17/2002,Counted live,Adult,81
2002,10/20/2002,Counted live,Adult,52
2002,10/23/2002,Counted live,Adult,28
2002,10/25/2002,Counted live,Adult,44
2002,10/27/2002,Counted live,Adult,8
2002,10/29/2002,Counted live,Adult,3
2002,10/30/2002,Counted live,Adult,7
2002,10/31/2002,Counted live,Adult,6
2002,11/2/2002,Counted live,Adult,1
2002,11/3/2002,Counted live,Adult,9
2002,11/4/2002,Counted live,Adult,2
2003,8/5/2003,Counted live,Adult,1
2003,8/18/2003,Counted live,Adult,1
2003,8/19/2003,Counted live,Adult,4
2003,8/20/2003,Counted live,Adult,11
2003,8/21/2003,Counted live,Adult,1
2003,8/22/2003,Counted live,Adult,16
2003,8/23/2003,Counted live,Adult,25
2003,8/24/2003,Counted live,Adult,46
2003,8/25/2003,Counted live,Adult,18
2003,8/26/2003,Counted live,Adult,48
2003,8/27/2003,Counted live,Adult,12
2003,8/28/2003,Counted live,Adult,12
2003,8/29/2003,Counted live,Adult,2
2003,8/30/2003,Counted live,Adult,20
2003,8/31/2003,Counted live,Adult,20
2003,9/1/2003,Counted live,Adult,8
2003,9/2/2003,Counted live,Adult,7
2003,9/3/2003,Counted live,Adult,1
2003,9/4/2003,Counted live,Adult,7
2003,9/5/2003,Counted live,Adult,25
2003,9/6/2003,Counted live,Adult,36
2003,9/7/2003,Counted live,Adult,17
2003,9/9/2003,Counted live,Adult,81
2003,9/10/2003,Counted live,Adult,30
2003,9/11/2003,Counted live,Adult,12
2003,9/12/2003,Counted live,Adult,67
2003,9/13/2003,Counted live,Adult,32
2003,9/15/2003,Counted live,Adult,19
2003,9/16/2003,Counted live,Adult,28
2003,9/17/2003,Counted live,Adult,58
2003,9/18/2003,Counted live,Adult,105
2003,9/19/2003,Counted live,Adult,49
2003,9/20/2003,Counted live,Adult,46
2003,9/21/2003,Counted live,Adult,58
2003,9/22/2003,Counted live,Adult,30
2003,9/23/2003,Counted live,Adult,40
2003,9/24/2003,Counted live,Adult,23
2003,9/26/2003,Counted live,Adult,20
2003,9/27/2003,Counted live,Adult,8
2003,9/28/2003,Counted live,Adult,2
2003,9/29/2003,Counted live,Adult,15
2003,9/30/2003,Counted live,Adult,9
2003,10/1/2003,Counted live,Adult,4
2003,10/2/2003,Counted live,Adult,78
2003,10/3/2003,Counted live,Adult,2
2003,10/5/2003,Counted live,Adult,3
2003,10/8/2003,Counted live,Adult,1
2003,10/10/2003,Counted live,Adult,3
2003,10/11/2003,Counted live,Adult,2
2003,10/12/2003,Counted live,Adult,1
2003,10/13/2003,Counted live,Adult,1
2003,10/15/2003,Counted live,Adult,61
2003,10/18/2003,Counted live,Adult,1
2003,10/21/2003,Counted live,Adult,18
2003,10/24/2003,Counted live,Adult,1
2003,10/30/2003,Counted live,Adult,5
2003,10/31/2003,Counted live,Adult,5
2003,11/1/2003,Counted live,Adult,2
2003,11/2/2003,Counted live,Adult,75
2003,11/3/2003,Counted live,Adult,21
2003,11/4/2003,Counted live,Adult,2
2003,11/5/2003,Counted live,Adult,13
2003,11/6/2003,Counted live,Adult,23
2003,11/7/2003,Counted live,Adult,4
2003,11/8/2003,Counted live,Adult,30
2004,8/5/2004,Counted live,Adult,1
2004,8/7/2004,Counted live,Adult,1
2004,8/12/2004,Counted live,Adult,1
2004,8/21/2004,Counted live,Adult,2
2004,8/22/2004,Counted live,Adult,2
2004,8/24/2004,Counted live,Adult,2
2004,8/25/2004,Counted live,Adult,3
2004,8/26/2004,Counted live,Adult,3
2004,8/27/2004,Counted live,Adult,6
2004,8/28/2004,Counted live,Adult,5
2004,8/29/2004,Counted live,Adult,9
2004,8/30/2004,Counted live,Adult,11
2004,8/31/2004,Counted live,Adult,6
2004,9/1/2004,Counted live,Adult,17
2004,9/2/2004,Counted live,Adult,6
2004,9/3/2004,Counted live,Adult,22
2004,9/4/2004,Counted live,Adult,43
2004,9/5/2004,Counted live,Adult,25
2004,9/6/2004,Counted live,Adult,6
2004,9/7/2004,Counted live,Adult,14
2004,9/8/2004,Counted live,Adult,14
2004,9/9/2004,Counted live,Adult,11
2004,9/10/2004,Counted live,Adult,16
2004,9/11/2004,Counted live,Adult,9
2004,9/12/2004,Counted live,Adult,40
2004,9/13/2004,Counted live,Adult,50
2004,9/14/2004,Counted live,Adult,34
2004,9/16/2004,Counted live,Adult,19
2004,9/17/2004,Counted live,Adult,11
2004,9/18/2004,Counted live,Adult,96
2004,9/19/2004,Counted live,Adult,41
2004,9/20/2004,Counted live,Adult,9
2004,9/21/2004,Counted live,Adult,33
2004,9/22/2004,Counted live,Adult,23
2004,9/23/2004,Counted live,Adult,2
2004,9/26/2004,Counted live,Adult,6
2004,9/27/2004,Counted live,Adult,8
2004,9/28/2004,Counted live,Adult,2
2004,9/29/2004,Counted live,Adult,19
2004,9/30/2004,Counted live,Adult,79
2004,10/1/2004,Counted live,Adult,16
2004,10/2/2004,Counted live,Adult,11
2004,10/4/2004,Counted live,Adult,1
2004,10/5/2004,Counted live,Adult,1
2004,10/6/2004,Counted live,Adult,3
2004,10/8/2004,Counted live,Adult,1
2004,10/10/2004,Counted live,Adult,1
2004,10/11/2004,Counted live,Adult,1
2004,10/15/2004,Counted live,Adult,9
2004,10/16/2004,Counted live,Adult,4
2004,10/18/2004,Counted live,Adult,1
2004,10/19/2004,Counted live,Adult,25
2004,10/20/2004,Counted live,Adult,8
2004,10/21/2004,Counted live,Adult,31
2004,10/23/2004,Counted live,Adult,3
2004,10/27/2004,Counted live,Adult,2
2004,10/29/2004,Counted live,Adult,1
2005,8/5/2005,Counted live,Adult,1
2005,8/9/2005,Counted live,Adult,1
2005,8/14/2005,Counted live,Adult,3
2005,8/18/2005,Counted live,Adult,3
2005,8/19/2005,Counted live,Adult,3
2005,8/20/2005,Counted live,Adult,3
2005,8/21/2005,Counted live,Adult,11
2005,8/22/2005,Counted live,Adult,16
2005,8/23/2005,Counted live,Adult,23
2005,8/24/2005,Counted live,Adult,4
2005,8/25/2005,Counted live,Adult,26
2005,8/26/2005,Counted live,Adult,9
2005,8/27/2005,Counted live,Adult,11
2005,8/28/2005,Counted live,Adult,24
2005,8/29/2005,Counted live,Adult,27
2005,8/30/2005,Counted live,Adult,37
2005,8/31/2005,Counted live,Adult,21
2005,9/1/2005,Counted live,Adult,25
2005,9/2/2005,Counted live,Adult,23
2005,9/3/2005,Counted live,Adult,11
2005,9/4/2005,Counted live,Adult,33
2005,9/5/2005,Counted live,Adult,30
2005,9/6/2005,Counted live,Adult,50
2005,9/7/2005,Counted live,Adult,42
2005,9/8/2005,Counted live,Adult,14
2005,9/9/2005,Counted live,Adult,17
2005,9/10/2005,Counted live,Adult,7
2005,9/11/2005,Counted live,Adult,44
2005,9/12/2005,Counted live,Adult,45
2005,9/13/2005,Counted live,Adult,67
2005,9/14/2005,Counted live,Adult,38
2005,9/16/2005,Counted live,Adult,78
2005,9/17/2005,Counted live,Adult,41
2005,9/18/2005,Counted live,Adult,24
2005,9/19/2005,Counted live,Adult,23
2005,9/20/2005,Counted live,Adult,30
2005,9/21/2005,Counted live,Adult,38
2005,9/22/2005,Counted live,Adult,55
2005,9/23/2005,Counted live,Adult,23
2005,9/24/2005,Counted live,Adult,19
2005,9/25/2005,Counted live,Adult,23
2005,9/26/2005,Counted live,Adult,20
2005,9/27/2005,Counted live,Adult,26
2005,9/28/2005,Counted live,Adult,10
2005,9/29/2005,Counted live,Adult,31
2005,9/30/2005,Counted live,Adult,12
2005,10/1/2005,Counted live,Adult,8
2005,10/2/2005,Counted live,Adult,15
2005,10/3/2005,Counted live,Adult,41
2005,10/4/2005,Counted live,Adult,23
2005,10/5/2005,Counted live,Adult,77
2005,10/6/2005,Counted live,Adult,8
2005,10/7/2005,Counted live,Adult,3
2005,10/8/2005,Counted live,Adult,4
2005,10/9/2005,Counted live,Adult,5
2005,10/10/2005,Counted live,Adult,10
2005,10/11/2005,Counted live,Adult,4
2005,10/13/2005,Counted live,Adult,4
2005,10/14/2005,Counted live,Adult,46
2005,10/15/2005,Counted live,Adult,7
2005,10/16/2005,Counted live,Adult,12
2005,10/17/2005,Counted live,Adult,53
2005,10/18/2005,Counted live,Adult,2
2005,10/19/2005,Counted live,Adult,12
2005,10/20/2005,Counted live,Adult,3
2005,10/21/2005,Counted live,Adult,6
2005,10/22/2005,Counted live,Adult,35
2005,10/23/2005,Counted live,Adult,9
2005,10/24/2005,Counted live,Adult,5
2005,10/27/2005,Counted live,Adult,28
2005,10/28/2005,Counted live,Adult,11
2005,10/29/2005,Counted live,Adult,1
2005,10/31/2005,Counted live,Adult,7
2005,11/1/2005,Counted live,Adult,23
2005,11/2/2005,Counted live,Adult,7
2005,11/3/2005,Counted live,Adult,2
2005,11/4/2005,Counted live,Adult,2
2005,11/5/2005,Counted live,Adult,25
2006,7/22/2006,Counted live,Adult,1
2006,8/2/2006,Counted live,Adult,1
2006,8/4/2006,Counted live,Adult,1
2006,8/7/2006,Counted live,Adult,1
2006,8/9/2006,Counted live,Adult,2
2006,8/10/2006,Counted live,Adult,1
2006,8/13/2006,Counted live,Adult,2
2006,8/14/2006,Counted live,Adult,2
2006,8/15/2006,Counted live,Adult,6
2006,8/17/2006,Counted live,Adult,11
2006,8/18/2006,Counted live,Adult,3
2006,8/20/2006,Counted live,Adult,2
2006,8/21/2006,Counted live,Adult,2
2006,8/23/2006,Counted live,Adult,1
2006,8/24/2006,Counted live,Adult,7
2006,8/25/2006,Counted live,Adult,6
2006,8/28/2006,Counted live,Adult,54
2006,8/29/2006,Counted live,Adult,12
2006,8/30/2006,Counted live,Adult,6
2006,8/31/2006,Counted live,Adult,2
2006,9/1/2006,Counted live,Adult,9
2006,9/3/2006,Counted live,Adult,8
2006,9/4/2006,Counted live,Adult,9
2006,9/5/2006,Counted live,Adult,27
2006,9/6/2006,Counted live,Adult,31
2006,9/7/2006,Counted live,Adult,14
2006,9/8/2006,Counted live,Adult,10
2006,9/9/2006,Counted live,Adult,11
2006,9/10/2006,Counted live,Adult,13
2006,9/11/2006,Counted live,Adult,14
2006,9/12/2006,Counted live,Adult,5
2006,9/13/2006,Counted live,Adult,14
2006,9/14/2006,Counted live,Adult,11
2006,9/15/2006,Counted live,Adult,21
2006,9/16/2006,Counted live,Adult,20
2006,9/17/2006,Counted live,Adult,22
2006,9/18/2006,Counted live,Adult,18
2006,9/19/2006,Counted live,Adult,17
2006,9/20/2006,Counted live,Adult,60
2006,9/21/2006,Counted live,Adult,24
2006,9/22/2006,Counted live,Adult,8
2006,9/23/2006,Counted live,Adult,11
2006,9/24/2006,Counted live,Adult,9
2006,9/25/2006,Counted live,Adult,8
2006,9/26/2006,Counted live,Adult,1
2006,9/27/2006,Counted live,Adult,2
2006,9/28/2006,Counted live,Adult,1
2006,9/29/2006,Counted live,Adult,7
2006,9/30/2006,Counted live,Adult,8
2006,10/2/2006,Counted live,Adult,5
2006,10/3/2006,Counted live,Adult,1
2006,10/4/2006,Counted live,Adult,26
2006,10/5/2006,Counted live,Adult,26
2006,10/6/2006,Counted live,Adult,11
2006,10/7/2006,Counted live,Adult,19
2006,10/8/2006,Counted live,Adult,40
2006,10/9/2006,Counted live,Adult,9
2006,10/10/2006,Counted live,Adult,5
2006,10/11/2006,Counted live,Adult,1
2006,10/12/2006,Counted live,Adult,45
2006,10/13/2006,Counted live,Adult,1
2006,10/14/2006,Counted live,Adult,8
2006,10/15/2006,Counted live,Adult,4
2006,10/16/2006,Counted live,Adult,1
2006,10/17/2006,Counted live,Adult,1
2006,10/18/2006,Counted live,Adult,2
2006,10/19/2006,Counted live,Adult,18
2006,10/20/2006,Counted live,Adult,5
2006,10/22/2006,Counted live,Adult,8
2006,10/26/2006,Counted live,Adult,3
2006,10/27/2006,Counted live,Adult,5
2006,10/28/2006,Counted live,Adult,2
2006,10/29/2006,Counted live,Adult,2
2006,10/30/2006,Counted live,Adult,1
2006,10/31/2006,Counted live,Adult,77
2006,11/1/2006,Counted live,Adult,10
2006,11/2/2006,Counted live,Adult,8
2006,11/3/2006,Counted live,Adult,2
2006,11/4/2006,Counted live,Adult,5
2006,11/5/2006,Counted live,Adult,1
2007,7/31/2007,Counted live,Adult,1
2007,8/1/2007,Counted live,Adult,1
2007,8/2/2007,Counted live,Adult,2
2007,8/3/2007,Counted live,Adult,2
2007,8/9/2007,Counted live,Adult,1
2007,8/12/2007,Counted live,Adult,1
2007,8/13/2007,Counted live,Adult,2
2007,8/14/2007,Counted live,Adult,2
2007,8/16/2007,Counted live,Adult,1
2007,8/17/2007,Counted live,Adult,2
2007,8/18/2007,Counted live,Adult,1
2007,8/19/2007,Counted live,Adult,6
2007,8/20/2007,Counted live,Adult,2
2007,8/21/2007,Counted live,Adult,14
2007,8/22/2007,Counted live,Adult,2
2007,8/23/2007,Counted live,Adult,6
2007,8/24/2007,Counted live,Adult,3
2007,8/25/2007,Counted live,Adult,1
2007,8/26/2007,Counted live,Adult,21
2007,8/27/2007,Counted live,Adult,11
2007,8/28/2007,Counted live,Adult,12
2007,9/5/2007,Counted live,Adult,30
2007,9/6/2007,Counted live,Adult,17
2007,9/7/2007,Counted live,Adult,31
2007,9/8/2007,Counted live,Adult,100
2007,9/9/2007,Counted live,Adult,54
2007,9/10/2007,Counted live,Adult,55
2007,9/11/2007,Counted live,Adult,48
2007,9/12/2007,Counted live,Adult,38
2007,9/13/2007,Counted live,Adult,43
2007,9/14/2007,Counted live,Adult,38
2007,9/15/2007,Counted live,Adult,34
2007,9/16/2007,Counted live,Adult,18
2007,9/17/2007,Counted live,Adult,11
2007,9/18/2007,Counted live,Adult,18
2007,9/19/2007,Counted live,Adult,9
2007,9/20/2007,Counted live,Adult,7
2007,9/21/2007,Counted live,Adult,25
2007,9/22/2007,Counted live,Adult,10
2007,9/23/2007,Counted live,Adult,3
2007,9/24/2007,Counted live,Adult,10
2007,9/25/2007,Counted live,Adult,6
2007,9/26/2007,Counted live,Adult,8
2007,9/27/2007,Counted live,Adult,12
2007,9/28/2007,Counted live,Adult,10
2007,9/29/2007,Counted live,Adult,10
2007,9/30/2007,Counted live,Adult,8
2007,10/1/2007,Counted live,Adult,12
2007,10/2/2007,Counted live,Adult,2
2007,10/3/2007,Counted live,Adult,4
2007,10/4/2007,Counted live,Adult,5
2007,10/5/2007,Counted live,Adult,6
2007,10/8/2007,Counted live,Adult,10
2007,10/9/2007,Counted live,Adult,10
2007,10/10/2007,Counted live,Adult,3
2007,10/11/2007,Counted live,Adult,18
2007,10/12/2007,Counted live,Adult,5
2007,10/16/2007,Counted live,Adult,7
2007,10/17/2007,Counted live,Adult,6
2007,10/18/2007,Counted live,Adult,11
2007,10/19/2007,Counted live,Adult,12
2007,10/20/2007,Counted live,Adult,5
2007,10/21/2007,Counted live,Adult,144
2007,10/22/2007,Counted live,Adult,3
2007,10/23/2007,Counted live,Adult,1
2007,10/25/2007,Counted live,Adult,1
2007,10/26/2007,Counted live,Adult,2
2007,10/27/2007,Counted live,Adult,4
2007,10/28/2007,Counted live,Adult,2
2007,10/29/2007,Counted live,Adult,9
2007,10/30/2007,Counted live,Adult,3
2007,11/1/2007,Counted live,Adult,20
2007,11/2/2007,Counted live,Adult,7
2007,11/3/2007,Counted live,Adult,3
2007,11/4/2007,Counted live,Adult,1
2008,7/7/2008,Counted live,Adult,1
2008,7/14/2008,Counted live,Adult,1
2008,7/15/2008,Counted live,Adult,3
2008,7/18/2008,Counted live,Adult,1
2008,7/26/2008,Counted live,Adult,14
2008,7/27/2008,Counted live,Adult,1
2008,7/28/2008,Counted live,Adult,5
2008,7/29/2008,Counted live,Adult,3
2008,7/30/2008,Counted live,Adult,4
2008,7/31/2008,Counted live,Adult,2
2008,8/1/2008,Counted live,Adult,3
2008,8/2/2008,Counted live,Adult,5
2008,8/3/2008,Counted live,Adult,5
2008,8/5/2008,Counted live,Adult,3
2008,8/6/2008,Counted live,Adult,2
2008,8/7/2008,Counted live,Adult,2
2008,8/8/2008,Counted live,Adult,1
2008,8/9/2008,Counted live,Adult,2
2008,8/10/2008,Counted live,Adult,1
2008,8/13/2008,Counted live,Adult,22
2008,8/14/2008,Counted live,Adult,1
2008,8/15/2008,Counted live,Adult,20
2008,8/16/2008,Counted live,Adult,7
2008,8/17/2008,Counted live,Adult,27
2008,8/18/2008,Counted live,Adult,61
2008,8/19/2008,Counted live,Adult,63
2008,8/20/2008,Counted live,Adult,63
2008,8/21/2008,Counted live,Adult,15
2008,8/22/2008,Counted live,Adult,18
2008,8/23/2008,Counted live,Adult,13
2008,8/24/2008,Counted live,Adult,12
2008,8/25/2008,Counted live,Adult,32
2008,8/26/2008,Counted live,Adult,16
2008,8/27/2008,Counted live,Adult,16
2008,8/28/2008,Counted live,Adult,19
